OTUs,1L02A,1L03A,1L04A,1L05A,1L06A,1L07A,1L08A,1L09A,1L10A,1L13A,1L14A,1W05A,1W06A,2CH02G,2CH03G,2CH05A,2CH06G,2CH07G,2CH08A,2CH10A,2CH11A,2CH12A,2CH13A,2CH14A,2CH15A,2CH19G,2CH20G,2CH22G,2CH24A,2CH28G,2CH29G,2CH30G,2CH31G,2CH32G,2CH35A,2CH36G,2CH37A,2CH39G,2CH42G,2CH43G,2CH44G,2CH45G,2CH46A,2CH48A,2CH49G,2CH54G,2CH55A,2CH56A,2CH57G,2W03A,3L01A,3L02A,3L03A,3W05A,3W07A,3W08A,3W09A,4L04A,4L05A,4L07A,4W02A,4W04A,4W06A,LC10i1A1,LC10i1B1,LC10i1C1,LC10i1D1,LC10i1E1,LC11i2A1,LC11i2B1,LC11i2C1,LC11i2D1,LC12i2A2,LC13i3A3,LC13i3B3,LC14i4A2,LC14i4B1,LC15i5A3,LC16i5A1,LC17i6A1,LC18i6A2,LC19i6A0,LC1i1A2,LC1i1B2,LC1i1C0,LC1i1D0,LC20i6A0,LC21i6A1,LC22i5A3,LC23i4A3,LC24i5A3,LC25i5A1,LC26i6A1,LC27i6A1,LC28i2A1,LC28i2B2,LC28i2C2,LC29i4A3,LC2i2A2,LC2i2B2,LC2i2C2,LC2i2D2,LC2i2E1,LC2i2F1,LC32i5A1,LC33i2A3,LC33i2B3,LC33i2C3,LC34i5A1,LC35i5A3,LC36i4A1,LC3i3A2,LC3i3B2,LC3i3C2,LC3i3D2,LC4i1A0,LC4i1B0,LC4i1C0,LC5i1A3,LC5i1B3,LC5i1C3,LC5i1D3,LC7i2A2,LC7i2B2,LC7i2C2,LC7i2D2,LC9i6A1,SP1i4A2,TU10i6A0,TU16i6A0,TU17i6A0,TU19i6A2,TU1i4A3,TU20i5A0,TU28i5A1,TU2i4A3,TU2i4B3,TU30i3A3,TU30i3D3,TU30i3E3,TU30i3F3,TU31i6A2,TU34i5A3,TU35i5A1,TU36i4A3,TU36i4B3,TU36i4C3,TU37i4A3,TU37i4B3,TU38i4A2,TU39i4B1,TU39i4C1,TU40i3A3,TU40i3B3,TU41i3A2,TU41i3B2,TU42i3A1,TU43i2A1,TU47i4A3,TU48i4A1,TU49i4A2,TU49i4B1,TU4i3A3,TU50i3A3,TU50i3B3,TU50i3C3,TU51i2A2,TU52i6A3,TU53i6A0,TU54i4A3,TU54i4B2,TU55i4A1,TU55i4B1,TU55i4C1,TU55i4D1,TU56i3A3,TU56i3B3,TU56i3C3,TU57i3A1,TU57i3B1,TU57i3C1,TU57i3D1,TU58i3A1,TU59i3A3,TU5i4A1,TU60i2A3,TU60i2B3,TU60i2C3,TU60i2D2,TU61i1A1,TU62i3A2,TU63i6A1,TU64i4A2,TU65i3A2,TU66i3A1,TU67i3A2,TU68i2A2,TU68i2B2,TU68i2C2,TU68i2D2,TU69i6A1,TU6i6A0,TU71i5A1,TU73i3A0,TU74i4A1,TU79i5A3,TU7i6A0,TU81i5A0,TU84i2A0,TU8i6A0,VM1i6A1,VM2i6A1,VM4i6A1,VM5i6A1
OTU_44,0,0,5,1,5,3,6,16,1,6,8,0,5,125,1,358,130,719,947,817,178,33,2,1,1,184,7,87,262,0,0,12,0,8,6,0,43,0,0,64,2,232,95,193,17,0,71,16,0,0,0,1,0,4,0,0,2,5,13,25,5,4,27,0,7,1,0,1,10,6,9,7,1,0,4,8,3,0,4,0,0,1,7,11,4,0,0,0,0,0,0,0,0,1,0,0,0,1,2,29,8,15,26,0,0,4,9,2,2,0,0,1,7,6,2,18,2,1,9,0,3,0,0,9,1,4,0,2,0,0,1,0,0,11,3,1,0,20,21,16,53,4,5,27,17,40,14,39,17,0,47,17,14,4,0,8,1,2,3,25,37,18,23,11,1,1,9,0,0,5,8,0,6,9,11,0,3,1,29,10,3,0,5,9,17,13,1,10,15,1,1,0,3,71,8,6,0,0,17,19,0,0,0,6,0,0,1,5,88,0,1,0,0,0
OTU_39,721,1376,1875,350,716,1699,948,1304,1001,1565,1262,0,57,74,2,461,99,328,844,529,133,166,1,74,38,237,345,555,2485,16,2,18,14,13,52,0,47,0,0,99,8,341,1028,655,5,10,107,153,0,36,420,812,207,82,371,16,130,33,147,990,632,377,523,6,3,10,2,4,9,15,16,14,16,35,21,18,35,0,24,4,100,262,30,53,30,38,54,46,17,101,48,62,77,4,63,99,42,9,55,40,16,89,112,6,17,49,117,53,10,0,3,33,82,24,22,61,11,11,16,10,15,15,3,5,26,17,7,36,1,0,6,0,0,11,8,14,0,24,11,13,8,15,2,9,17,26,8,20,11,10,170,146,14,43,0,20,0,15,2,14,8,28,84,23,1,3,9,0,2,6,12,42,8,13,14,0,6,13,18,29,1,2,0,12,14,19,13,8,25,1,23,0,6,16,52,88,35,31,58,73,3,6,5,6,23,0,3,3,10,3,9,1,17,28
OTU_43,684,1276,1814,159,874,2509,1743,1789,1007,1476,2468,0,95,73,4,581,60,247,1284,685,144,147,13,73,21,113,146,190,588,7,0,7,2,0,68,0,28,0,3,49,8,138,589,637,3,2,95,113,0,31,398,1087,326,81,77,42,103,87,290,1886,162,153,237,8,9,17,2,2,11,3,17,28,0,26,33,39,31,0,64,3,20,57,31,12,18,21,10,9,3,38,18,12,30,10,66,72,57,3,47,29,21,56,47,10,13,23,49,21,5,1,2,19,34,28,18,40,23,23,14,12,13,17,2,14,14,7,10,22,3,0,22,0,0,13,4,25,0,13,12,2,12,8,0,6,40,15,11,12,9,8,151,77,7,44,0,15,0,0,9,17,6,6,51,7,0,5,6,0,2,13,4,19,11,2,10,0,0,14,15,8,4,0,6,8,23,5,2,15,18,0,8,0,4,0,17,26,4,13,20,22,1,0,4,4,0,0,0,13,13,7,32,1,0,75
OTU_22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_47,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,7,0,12,0,1,7,0,0,0,1,2694,0,1,0,3,2,0,33,12,0,0,0,0,2,4,0,0,2,1,0,1,1,0,0,5,7,6,16,0,2,6,17,13,46,0,6,17,0,1,27,18,71,12,55,19,1,9,11,0,12,0,6,0,6,23,9,10,0,6,0,0,0,0,59,0,9,6,8,0,2,9,7,15,36,4,31,50,107,88,14,8,6,8,17,7,2,16,0,0,4,0,4,3,0,7,9,0,0,1,0,0,1,0,0,1,12,4,2,12,7,28,17,4,0,2,2,1,0,6,0,0,13,7,13,3,0,3,3,0,5,34,40,13,25,9,0,4,4,1303,2,16,21,18,0,46,8,0,1,8,14,32,2,1,4,1,2,12,18,32,13,14,7,0,1,28,9,72,17,11,11,85,0,0,9,5,0,2,1,10,1,1,2,0,0,20
OTU_33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,73,0,0,0,0,0,1,24,1,0,0,0,1,1,2,0,0,1,0,0,13,28,0,4,3,1,0,2,0,0,1,38,15,162,388,277,38,6,13,16,10,11,0,4,2,6,0,0,0,0,11,12,0,8,13,0,0,0,2,20,7,0,2,0,1,0,0,0,0,0,0,0,2,11,0,0,11,10,79,68,6,3,4,6,26,5,10,3,0,49,28,1,14,0,1,1,0,0,5,7,6,7,2,1,1,3,0,0,0,0,14,0,0,0,0,0,4,0,7,0,0,0,3,4,0,0,0,0,0,5,0,5,0,0,0,0,0,0,26,0,0,0,27,0,0,0,20,0,0,3,0,0,0
OTU_35,15,8,13,26,6,13,13,12,16,119,32,0,5,0,0,1,0,5,18,10,1,27,0,13,9,8,7,6,37,0,0,15,0,12,13,0,25,0,0,7,0,0,33,18,3,0,64,26,0,6,23,15,7,21,6,9,12,452,3123,3963,262,213,373,5,9,6,1,0,15,5,16,8,35,12,4,16,2,0,8,28,199,379,57,15,39,43,44,44,19,91,72,224,36,12,227,229,464,39,44,23,26,47,75,7,32,45,81,57,13,3,5,17,36,6,13,64,67,28,6,11,13,30,0,25,15,13,2,13,0,0,0,0,0,1,6,0,0,10,0,1,0,8,0,0,0,0,2,2,0,0,6,2,10,0,0,1,0,0,0,2,5,0,25,1,0,0,0,0,1,3,0,10,0,0,5,0,1,2,5,9,2,0,0,11,7,5,0,0,1,9,3,0,0,0,6,0,0,0,0,1,368,1,4,0,2,0,0,0,0,0,3,0,5,1
OTU_32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8934,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_42,0,0,0,0,0,0,0,0,0,0,11,0,0,10,1,0,33,144,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,22,21,69,0,0,80,411,5,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,1,8,2,8,16,117,279,83,39,5,1,7,0,49,989,0,0,26,50,39,34,3,535,309,475,0,6,222,1190,81,150,129,176,214,4,124,13,0,0,10,0,3,3,2,172,363,79,56,36,0,0,137,56,87,98,48,105,99,9,2,0,0,0,0,0,0,0,6,136,7,220,137,128,64,1,2,2,2,18,3,4,3,0,21,1,17,1,0,9,0,3,0,0,0,0,290,0,0,0,0,8,5,13,81,204,164,42,202,11,17,4170,48,259,36,72,984,362,0,686,334,2379,286,0,48,0,1,28,4,4,0,7,0,5,34,0,91,23,185,19,0,42,0,0,0,0,0,0
OTU_31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,4,0,0,0,0,6,0,0,0,0,0,0,0,0,2,3,0,0,19890,6,0,0,0,67,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1757,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,22,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,1,0,3,4,0,0,0,0,0,1,0,0,7,3,13,0,2,0,2,1,3,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,49,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
OTU_77,0,1,0,0,0,0,1,0,0,1,4,0,5,0,0,0,0,16,1,6,0,6,1,0,0,421,20,0,0,0,0,3,10,0,0,3,1,0,0,12,3,240,1168,1398,1,0,2,0,12,0,0,30,22,1,0,1,6,1121,899,408,7,1,6,0,0,0,0,0,3,0,0,2,0,1,0,0,0,0,0,1,0,0,27,0,1,0,0,1,0,0,0,1,0,0,0,0,2,0,2,1,7,1,7,10,1,2,0,2,2,0,0,0,0,0,7,5,0,0,0,0,0,0,0,0,1,1,0,0,42,0,97,27,0,3,1,0,0,1,8,3,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,16,0,0,0,0,1,5,1,0,0,0,0,1,0,1,0,1,4,5,0,15,6,1,15,0,6,12,0,3,5,25,17,3,1,19,1055
OTU_2212,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320,993,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1468,888,0,963,1438,2189,3498,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,2,2,3,0,0,0,0,0,0,0,0,2,6,1,0,932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_38,13,2,2,6,3,0,1,4,2,4,2,0,2,0,0,0,0,0,2,3,0,3,0,0,1,0,0,0,0,0,0,0,6,0,9,1,1,0,0,0,0,0,0,1,2,3,1,0,0,0,0,0,0,2,0,1,1,1,0,1,2,1,1,0,1,1,0,0,0,2,3,0,2,0,2,0,1,22,2,1,0,2,4,0,0,4,0,1,0,0,0,2,1,1,0,0,0,0,9,4,0,2,6,0,1,4,2,1,0,0,0,1,5,0,2,7,4,15,3,7,4,2,0,3,3,2,3,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,1,0,0,0,2,0,1,7,0,2,0,0,0,0,0,0,0,0,0,8,0,0,17,0,0,0,0,0,1,0,1,1,0,0,2,0,0,3,0,1,0,0,1,0,2,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,3,0,1,0,0,0,1,0,0,0,0
OTU_58,5,9,33,78,18,30,31,25,29,288,39,2,235,0,0,0,0,0,0,0,0,10,0,1,2,1,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,9,0,3,0,0,1,1,0,467,9,26,4,28,406,6,28,31,507,957,2701,581,1073,0,0,1,0,0,0,0,1,1,0,1,1,2,0,0,1,0,9,11,1,0,2,0,1,0,0,8,3,8,1,0,0,0,0,0,1,0,0,0,7,0,0,0,5,0,0,0,0,2,7,0,1,0,0,1,1,1,0,1,0,6,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
OTU_54,13,23,9,51,3,19,10,12,16,51,59,6,231,0,0,2,1,0,4,5,0,72,15,83,7,13,9,15,31,2,5,5,16,27,140,0,94,0,5,0,0,0,8,4,0,2,88,47,0,1564,606,132,32,332,1618,166,407,0,4,7,991,604,856,0,0,0,0,0,1,0,0,13,0,1,6,2,4,0,4,11,64,51,24,13,3,6,26,16,4,40,13,32,1,0,33,22,19,0,6,11,16,15,23,4,6,14,19,4,1,0,4,9,30,9,4,8,6,17,13,7,11,6,4,0,7,10,2,4,0,0,19,0,0,1,13,3,0,1,5,14,3,13,2,3,0,18,3,16,2,0,8,5,5,0,0,2,0,0,1,3,8,7,0,1,0,3,7,1,0,7,7,19,4,16,40,0,0,6,21,52,8,13,4,9,2,25,11,24,22,1,2,0,0,5,2,14,11,2,7,9,2,0,2,15,6,0,0,13,0,0,6,1,5,26
OTU_40,0,0,0,3,3,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,2,0,0,0,0,2,4,3,0,0,22,0,0,0,0,2,0,0,0,0,0,0,11,0,1,1,0,0,0,0,1,21,0,0,0,0,0,0,0,0,0,1,0,201,0,0,0,351,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,0,6,2,1,0,3,0,2,0,0,0,0,0,1,1,0,0,1,0,3,0,0,3,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,3,1,0,0,2,0,0,37,6,5,0,0,1,0,0,0,3,6,2,0,7136,1,3892,0,0,0,10,3,0,1,1,0,0,0,0,0,0,0,2,5,0,0,2,1,2,4,0,0,0,0,0,0,0,0,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4
OTU_73,40,77,71,5,49,49,35,12,50,60,87,1,25,15,0,94,0,61,160,168,162,175,28,26,41,18,0,0,36,0,3,70,21,0,0,17,32,5,0,62,6,99,243,146,0,1,71,43,0,59,55,59,36,167,51,49,53,8,16,10,213,44,60,0,0,10,0,2,15,5,5,9,1,2,26,10,9,0,50,0,20,11,18,68,34,6,6,4,2,5,0,15,3,25,31,17,32,14,8,11,9,36,31,3,30,0,23,22,4,1,8,25,33,16,4,31,5,2,15,2,7,8,2,3,3,0,0,5,0,1,5,0,0,3,10,6,0,41,30,30,14,13,20,52,50,88,99,113,25,68,719,239,62,178,1,58,26,9,0,26,36,16,60,1,0,3,0,0,1,20,9,46,16,58,47,2,1,12,59,111,3,9,9,12,49,30,16,44,18,0,107,0,0,0,12,11,3,2,1,31,18,0,2,15,1,6,0,11,2,3,3,3,0,3
OTU_111,35,15,53,17,21,47,39,42,34,21,54,0,1,2,1,5,0,4,23,33,15,19,4,1,1,5,19,44,12,5,0,9,19,0,12,0,9,9,0,12,6,44,184,219,4,12,8,3,0,0,6,104,14,11,1,3,3,358,983,1027,13,30,107,3,7,17,5,3,16,21,1,21,26,10,20,6,12,0,18,0,7,8,264,65,110,62,3,5,1,7,7,3,2,0,2,7,9,2,151,125,78,118,288,20,27,28,63,30,8,0,7,53,173,33,41,285,208,145,0,44,22,78,3,73,52,36,5,5,0,0,0,1,0,0,5,0,0,10,4,1,8,7,0,2,8,20,3,11,2,4,70,27,5,13,0,20,0,3,3,8,1,5,34,3,1,0,1,2,1,5,12,12,0,20,9,0,2,9,10,24,2,0,0,9,4,3,4,8,4,0,1,0,1,2,10,15,4,0,5,21,0,0,0,5,8,2,0,8,15,0,1,0,0,5
OTU_34,3,1,0,0,1,0,0,0,0,0,1,0,0,4,0,0,6,3,2,0,0,0,0,3,8,10,21,21,0,30,0,0,6,0,2,1,0,8,4,5,1,7,2,3,5,5,0,2,22,0,11,35,3,0,22,0,6,0,2,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,7,7,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,34
OTU_88,0,1,14,7,6,8,5,4,11,44,9,0,7,20,2,112,15,992,678,543,193,14,4,3,12,45,5,45,74,2,0,2,3,9,1,0,52,0,0,26,1,418,213,217,2,0,16,15,0,1,6,60,0,11,4,6,0,26,32,53,4,7,21,2,3,2,4,0,3,8,16,19,0,1,6,5,3,0,0,0,0,3,11,4,17,1,0,0,0,2,1,0,3,2,1,6,7,0,20,19,2,11,2,0,10,13,23,28,6,2,9,4,11,4,2,31,22,4,5,5,6,0,0,5,12,9,1,6,0,0,0,0,0,5,7,2,0,5,10,11,24,1,1,12,21,23,4,56,15,2,31,8,13,3,0,18,1,0,0,10,0,9,29,4,0,0,4,0,1,15,3,10,3,6,0,0,1,3,2,11,1,0,1,5,11,8,0,4,8,0,1,0,1,0,5,20,0,0,0,5,2,0,4,2,0,0,0,7,64,0,1,0,0,0
OTU_36,27,11,8,0,1,4,1,1,6,4,13,0,18,105,5,74,95,13,40,3,21,49,50,29,46,75,163,123,5,60,17,181,84,117,33,40,8,301,159,93,4,281,49,6,34,87,8,10,27,0,29,103,60,21,13,5,10,0,0,1,7,2,41,6,27,15,0,4,17,18,18,64,45,6,22,21,15,0,10,1,13,55,25,46,26,9,0,20,8,10,51,8,11,4,35,11,21,3,20,16,21,17,59,3,7,36,20,15,6,2,2,23,25,13,7,59,32,47,62,24,30,9,4,33,8,21,2,4,4,0,1,41,139,1,3,10,3,58,58,44,37,41,26,23,10,74,77,17,7,110,16,17,36,46,1,8,1,11,11,19,14,8,72,3,0,1,16,2,0,8,14,25,9,11,2,0,0,17,95,24,2,15,27,4,30,10,9,42,6,70,6,0,0,79,38,20,10,42,18,66,40,0,6,41,13,12,0,16,43,1,6,14,39,2
OTU_124,167,332,215,66,41,112,95,88,110,89,91,0,23,3,0,148,10,10,125,69,0,380,64,204,158,13,46,54,887,26,2,79,18,7,33,0,168,0,0,2,0,8,31,157,3,43,446,395,0,12,70,54,2,17,15,6,24,0,3,10,164,73,167,0,0,1,1,0,2,1,71,6,2,14,10,2,2,0,14,33,63,152,14,5,2,4,56,27,12,55,47,36,66,21,69,199,126,0,5,4,4,7,13,0,12,31,59,39,5,3,3,5,11,3,2,16,8,11,3,8,1,4,1,3,5,6,1,8,0,0,4,0,11,0,2,4,0,8,14,3,13,1,7,9,4,41,11,7,7,2,72,60,13,36,0,13,3,0,3,5,20,12,32,3,2,1,6,0,1,3,3,4,6,3,1,0,0,1,12,6,1,1,5,0,4,2,4,5,3,0,1,0,3,0,21,3,15,4,24,10,0,0,4,7,2,0,0,2,4,1,6,1,1,58
OTU_41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_60,5,11,59,14,10,91,19,10,7,51,46,0,5,45,0,19,20,312,444,228,0,105,10,3,4,5,41,0,14,3,0,36,27,8,3,5,11,44,16,22,3,76,377,219,6,1,35,14,5,1,33,84,101,22,5,15,21,1,0,0,20,24,78,0,9,3,4,2,3,1,10,2,2,14,28,18,13,0,63,1,7,24,23,11,58,0,0,0,1,12,9,6,10,8,1,17,14,0,22,19,16,32,11,7,48,16,186,59,9,5,8,7,22,17,9,12,12,0,11,9,8,3,2,0,8,12,2,4,0,0,6,4,15,14,15,21,0,35,50,28,31,28,20,76,61,152,65,234,73,38,1328,279,127,165,1,133,38,18,1,2,3,22,59,10,3,2,7,1,1,73,49,137,36,86,124,0,3,44,140,247,20,29,45,16,36,25,18,49,94,8,288,0,1,56,29,29,8,21,18,26,26,1,0,15,1,0,0,43,6,0,0,1,17,23
