OTUs,Domain,Phylum,Class,Order,Family,Genus
OTU_1752,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae, D_5__uncultureduncultured bacterium
OTU_3405,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae, D_5__uncultureduncultured bacterium
OTU_4088,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae, D_5__uncultureduncultured bacterium
OTU_1460,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae, D_5__uncultureduncultured bacterium
OTU_1092,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae, D_5__uncultureduncultured bacterium
OTU_1217,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae, D_5__uncultureduncultured bacterium
OTU_3890,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae, D_5__uncultureduncultured bacterium
OTU_787,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae, D_5__uncultureduncultured bacterium
OTU_449,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae, D_5__uncultureduncultured bacterium
OTU_2886,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae, D_5__uncultureduncultured bacterium
OTU_879,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae, D_5__uncultureduncultured bacterium
OTU_3954,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae, D_5__uncultureduncultured bacterium
OTU_3298,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae, D_5__uncultureduncultured bacterium
OTU_3135,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae, D_5__uncultureduncultured bacterium
OTU_4111,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae, D_5__uncultureduncultured bacterium
OTU_1160,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae, D_5__uncultureduncultured bacterium
OTU_1663,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae, D_5__uncultureduncultured bacterium
OTU_2464,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae, D_5__uncultureduncultured bacterium
OTU_2465,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae, D_5__uncultureduncultured bacterium
OTU_3250,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae, D_5__uncultureduncultured bacterium
OTU_2378,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cyclobacteriaceae, D_5__uncultureduncultured bacterium
OTU_3076,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cyclobacteriaceae, D_5__uncultureduncultured bacterium
OTU_588,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cyclobacteriaceae, D_5__uncultureduncultured bacterium
OTU_2132,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cyclobacteriaceae, D_5__uncultureduncultured bacterium
OTU_4023,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cyclobacteriaceae, D_5__uncultureduncultured bacterium
OTU_927,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cyclobacteriaceae, D_5__uncultureduncultured bacterium
OTU_928,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cyclobacteriaceae, D_5__uncultureduncultured bacterium
OTU_2431,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cyclobacteriaceae, D_5__uncultureduncultured bacterium
OTU_986,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae, D_5__uncultureduncultured bacterium
OTU_1355,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae, D_5__uncultureduncultured bacterium
OTU_4485,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae, D_5__uncultureduncultured bacterium
OTU_158,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae, D_5__uncultureduncultured bacterium
OTU_2466,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae, D_5__uncultureduncultured bacterium
OTU_2234,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae, D_5__uncultureduncultured bacterium
OTU_5178,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae, D_5__uncultureduncultured bacterium
OTU_2124,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae, D_5__uncultureduncultured bacterium
OTU_3538,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae, D_5__uncultureduncultured bacterium
OTU_550,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae, D_5__uncultureduncultured bacterium
OTU_2018,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae, D_5__uncultureduncultured bacterium
OTU_2924,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae, D_5__uncultureduncultured bacterium
OTU_969,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae, D_5__uncultureduncultured bacterium
OTU_457,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae, D_5__uncultureduncultured bacterium
OTU_915,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae, D_5__uncultureduncultured bacterium
OTU_2627,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae, D_5__uncultureduncultured bacterium
OTU_769,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae, D_5__uncultureduncultured bacterium
OTU_919,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae, D_5__uncultureduncultured bacterium
OTU_917,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae, D_5__uncultureduncultured bacterium
OTU_676,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae, D_5__uncultureduncultured bacterium
OTU_1765,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae, D_5__uncultureduncultured bacterium
OTU_4534,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae, D_5__uncultureduncultured bacterium
OTU_1772,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae, D_5__uncultureduncultured bacterium
OTU_814,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae, D_5__uncultureduncultured bacterium
OTU_2106,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae, D_5__uncultureduncultured bacterium
OTU_3322,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae, D_5__uncultureduncultured bacterium
OTU_1358,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae, D_5__uncultureduncultured bacterium
OTU_2923,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae, D_5__uncultureduncultured bacterium
OTU_4071,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae, D_5__uncultureduncultured bacterium
OTU_2300,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae, D_5__uncultureduncultured bacterium
OTU_1468,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae, D_5__uncultureduncultured bacterium
OTU_393,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae, D_5__uncultureduncultured bacterium
OTU_812,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae, D_5__uncultureduncultured bacterium
OTU_1349,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae, D_5__uncultureduncultured bacterium
OTU_4223,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae, D_5__uncultureduncultured bacterium
OTU_3831,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae, D_5__uncultureduncultured bacterium
OTU_1135,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae, D_5__uncultureduncultured bacterium
OTU_630,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae, D_5__uncultureduncultured bacterium
OTU_3601,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae, D_5__uncultureduncultured bacterium
OTU_2519,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae, D_5__uncultureduncultured bacterium
OTU_373,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae, D_5__uncultureduncultured bacterium
OTU_3853,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae, D_5__uncultureduncultured bacterium
OTU_943,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae, D_5__uncultureduncultured bacterium
OTU_2613,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae, D_5__uncultureduncultured bacterium
OTU_5019,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae, D_5__uncultureduncultured bacterium
OTU_1649,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae, D_5__uncultureduncultured bacterium
OTU_1247,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae, D_5__uncultureduncultured bacterium
OTU_1303,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae, D_5__uncultureduncultured bacterium
OTU_1370,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae, D_5__uncultureduncultured bacterium
OTU_3270,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Saprospiraceae, D_5__uncultureduncultured bacterium
OTU_1462,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Saprospiraceae, D_5__uncultureduncultured bacterium
OTU_2093,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Saprospiraceae, D_5__uncultureduncultured bacterium
OTU_4130,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Saprospiraceae, D_5__uncultureduncultured bacterium
OTU_2399,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Saprospiraceae, D_5__uncultureduncultured bacterium
OTU_3822,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Saprospiraceae, D_5__uncultureduncultured bacterium
OTU_3697,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Saprospiraceae, D_5__uncultureduncultured bacterium
OTU_5174,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Saprospiraceae, D_5__uncultureduncultured bacterium
OTU_1392,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Saprospiraceae, D_5__uncultureduncultured bacterium
OTU_4780,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae, D_5__uncultureduncultured bacterium
OTU_2003,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae, D_5__uncultureduncultured bacterium
OTU_4621,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae, D_5__uncultureduncultured bacterium
OTU_4147,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae, D_5__uncultureduncultured bacterium
OTU_4140,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae, D_5__uncultureduncultured bacterium
OTU_1866,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cyclobacteriaceae, D_5__uncultureduncultured bacterium
OTU_3863,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cyclobacteriaceae, D_5__uncultureduncultured bacterium
OTU_2410,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cyclobacteriaceae, D_5__uncultureduncultured bacterium
OTU_3584,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cyclobacteriaceae, D_5__uncultureduncultured bacterium
OTU_5175,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae, D_5__uncultureduncultured bacterium
OTU_1210,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadales Incertae Sedis, D_5__uncultureduncultured bacterium
OTU_429,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadales Incertae Sedis, D_5__uncultureduncultured bacterium
OTU_2247,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae, D_5__uncultureduncultured bacterium
OTU_56,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae, D_5__uncultureduncultured bacterium
OTU_1042,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae, D_5__uncultureduncultured bacterium
OTU_1653,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae, D_5__uncultureduncultured bacterium
OTU_1080,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae, D_5__uncultureduncultured bacterium
OTU_2580,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Solimonadaceae, D_5__uncultureduncultured bacterium
OTU_2345,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Solimonadaceae, D_5__uncultureduncultured bacterium
OTU_1629,Bacteria,Proteobacteria,Gammaproteobacteria,Salinisphaerales,Salinisphaeraceae, D_5__uncultureduncultured bacterium
OTU_2232,Bacteria,Proteobacteria,Gammaproteobacteria,Salinisphaerales,Salinisphaeraceae, D_5__uncultureduncultured bacterium
OTU_2888,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae, D_5__uncultureduncultured bacterium
OTU_5194,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae, D_5__uncultureduncultured bacterium
OTU_5522,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae, D_5__uncultureduncultured bacterium
OTU_3782,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae, D_5__uncultureduncultured bacterium
OTU_1369,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae, D_5__uncultureduncultured bacterium
OTU_5067,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Nitrosomonadaceae, D_5__uncultureduncultured bacterium
OTU_1970,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Nitrosomonadaceae, D_5__uncultureduncultured bacterium
OTU_844,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Nitrosomonadaceae, D_5__uncultureduncultured bacterium
OTU_554,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Nitrosomonadaceae, D_5__uncultureduncultured bacterium
OTU_924,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae, D_5__uncultureduncultured bacterium
OTU_3477,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae, D_5__uncultureduncultured bacterium
OTU_502,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae, D_5__uncultureduncultured bacterium
OTU_1228,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae, D_5__uncultureduncultured bacterium
OTU_4174,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Nitrosomonadaceae, D_5__uncultureduncultured bacterium
OTU_4833,Bacteria,Proteobacteria,Betaproteobacteria,Methylophilales,Methylophilaceae, D_5__uncultureduncultured bacterium
OTU_3925,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Nitrosomonadaceae, D_5__uncultureduncultured bacterium
OTU_3386,Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae, D_5__uncultureduncultured bacterium
OTU_1778,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae, D_5__uncultureduncultured bacterium
OTU_1834,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Nitrosomonadaceae, D_5__uncultureduncultured bacterium
OTU_5073,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Nitrosomonadaceae, D_5__uncultureduncultured bacterium
OTU_738,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Nitrosomonadaceae, D_5__uncultureduncultured bacterium
OTU_768,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Nitrosomonadaceae, D_5__uncultureduncultured bacterium
OTU_4193,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Nannocystaceae, D_5__uncultureduncultured bacterium
OTU_2105,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sandaracinaceae, D_5__uncultureduncultured bacterium
OTU_1109,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sandaracinaceae, D_5__uncultureduncultured bacterium
OTU_444,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sandaracinaceae, D_5__uncultureduncultured bacterium
OTU_840,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sandaracinaceae, D_5__uncultureduncultured bacterium
OTU_3145,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sandaracinaceae, D_5__uncultureduncultured bacterium
OTU_1613,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sandaracinaceae, D_5__uncultureduncultured bacterium
OTU_2993,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sandaracinaceae, D_5__uncultureduncultured bacterium
OTU_2546,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae, D_5__uncultureduncultured bacterium
OTU_2809,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae, D_5__uncultureduncultured bacterium
OTU_1825,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae, D_5__uncultureduncultured bacterium
OTU_4445,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae, D_5__uncultureduncultured bacterium
OTU_4658,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae, D_5__uncultureduncultured bacterium
OTU_1677,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae, D_5__uncultureduncultured bacterium
OTU_4973,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae, D_5__uncultureduncultured bacterium
OTU_5370,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae, D_5__uncultureduncultured bacterium
OTU_4097,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae, D_5__uncultureduncultured bacterium
OTU_4505,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae, D_5__uncultureduncultured bacterium
OTU_1659,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae, D_5__uncultureduncultured bacterium
OTU_2989,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae, D_5__uncultureduncultured bacterium
OTU_5352,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae, D_5__uncultureduncultured bacterium
OTU_3312,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae, D_5__uncultureduncultured bacterium
OTU_3469,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae, D_5__uncultureduncultured bacterium
OTU_2098,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae, D_5__uncultureduncultured bacterium
OTU_5364,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae, D_5__uncultureduncultured bacterium
OTU_4226,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae, D_5__uncultureduncultured bacterium
OTU_1559,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae, D_5__uncultureduncultured bacterium
OTU_2677,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae, D_5__uncultureduncultured bacterium
OTU_1631,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae, D_5__uncultureduncultured bacterium
OTU_5603,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae, D_5__uncultureduncultured bacterium
OTU_1506,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae, D_5__uncultureduncultured bacterium
OTU_4008,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae, D_5__uncultureduncultured bacterium
OTU_1240,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae, D_5__uncultureduncultured bacterium
OTU_3026,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae, D_5__uncultureduncultured bacterium
OTU_3309,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae, D_5__uncultureduncultured bacterium
OTU_742,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae, D_5__uncultureduncultured bacterium
OTU_2358,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae, D_5__uncultureduncultured bacterium
OTU_5468,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae, D_5__uncultureduncultured bacterium
OTU_5255,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae, D_5__uncultureduncultured bacterium
OTU_2713,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae, D_5__uncultureduncultured bacterium
OTU_740,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae, D_5__uncultureduncultured bacterium
OTU_4395,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae, D_5__uncultureduncultured bacterium
OTU_4890,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae, D_5__uncultureduncultured bacterium
OTU_3041,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae, D_5__uncultureduncultured bacterium
OTU_1423,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae, D_5__uncultureduncultured bacterium
OTU_4682,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae, D_5__uncultureduncultured bacterium
OTU_315,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae, D_5__uncultureduncultured bacterium
OTU_4227,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae, D_5__uncultureduncultured bacterium
OTU_1032,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae, D_5__uncultureduncultured bacterium
OTU_1781,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae, D_5__uncultureduncultured bacterium
OTU_2448,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae, D_5__uncultureduncultured bacterium
OTU_3263,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae, D_5__uncultureduncultured bacterium
OTU_2720,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhodobiaceae, D_5__uncultureduncultured bacterium
OTU_4261,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae, D_5__uncultureduncultured bacterium
OTU_2674,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae, D_5__uncultureduncultured bacterium
OTU_5652,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae, D_5__uncultureduncultured bacterium
OTU_3484,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae, D_5__uncultureduncultured bacterium
OTU_4271,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae, D_5__uncultureduncultured bacterium
OTU_4265,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae, D_5__uncultureduncultured bacterium
OTU_5391,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Simkaniaceae, D_5__uncultureduncultured bacterium
OTU_194,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Simkaniaceae, D_5__uncultureduncultured bacterium
OTU_658,Bacteria,Bacteroidetes,Cytophagia,Order III,Unknown Family, D_5__uncultureduncultured bacterium
OTU_3356,Bacteria,Bacteroidetes,Cytophagia,Order II,Rhodothermaceae, D_5__uncultureduncultured bacterium
OTU_2548,Bacteria,Bacteroidetes,Cytophagia,Order II,Rhodothermaceae, D_5__uncultureduncultured bacterium
OTU_3560,Bacteria,Bacteroidetes,Cytophagia,Order II,Rhodothermaceae, D_5__uncultureduncultured bacterium
OTU_3266,Bacteria,Bacteroidetes,Cytophagia,Order II,Rhodothermaceae, D_5__uncultureduncultured bacterium
OTU_2618,Bacteria,Bacteroidetes,Cytophagia,Order II,Rhodothermaceae, D_5__uncultureduncultured bacterium
OTU_1343,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae, D_5__uncultureduncultured bacterium
OTU_1099,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae, D_5__uncultureduncultured bacterium
OTU_2376,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae, D_5__uncultureduncultured bacterium
OTU_241,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae, D_5__uncultureduncultured bacterium
OTU_1898,Bacteria,Firmicutes,Bacilli,Bacillales,Thermoactinomycetaceae, D_5__uncultureduncultured bacterium
OTU_5104,Bacteria,Firmicutes,Bacilli,Bacillales,Thermoactinomycetaceae, D_5__uncultureduncultured bacterium
OTU_4108,Bacteria,Firmicutes,Clostridia,Clostridiales,Family XVIII, D_5__uncultureduncultured bacterium
OTU_3393,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1, D_5__uncultureduncultured bacterium
OTU_2780,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae, D_5__uncultureduncultured bacterium
OTU_4859,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae, D_5__uncultureduncultured bacterium
OTU_1860,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae, D_5__uncultureduncultured bacterium
OTU_2827,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae, D_5__uncultureduncultured bacterium
OTU_2313,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae, D_5__uncultureduncultured bacterium
OTU_2261,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae, D_5__uncultureduncultured bacterium
