OTUs,Domain,Phylum,Class,Order,Family,Genus
OTU_2990,Bacteria,Acidobacteria,Acidobacteria,Subgroup 3,Unknown Family, D_5__Bryobacteruncultured bacterium
OTU_3103,Bacteria,Acidobacteria,Acidobacteria,Subgroup 3,Unknown Family, D_5__Bryobacteruncultured bacterium
OTU_3294,Bacteria,Acidobacteria,Acidobacteria,Subgroup 3,Unknown Family, D_5__Bryobacteruncultured bacterium
OTU_1232,Bacteria,Acidobacteria,Acidobacteria,Subgroup 3,Unknown Family, D_5__Bryobacteruncultured bacterium
OTU_5601,Bacteria,Acidobacteria,Acidobacteria,Subgroup 3,Unknown Family, D_5__Bryobacteruncultured bacterium
OTU_3163,Bacteria,Acidobacteria,Acidobacteria,Subgroup 3,Unknown Family, D_5__Bryobacteruncultured bacterium
OTU_952,Bacteria,Acidobacteria,Acidobacteria,Subgroup 3,Unknown Family, D_5__Bryobacteruncultured bacterium
OTU_1356,Bacteria,Acidobacteria,Acidobacteria,Subgroup 3,Unknown Family, D_5__Bryobacteruncultured bacterium
OTU_1310,Bacteria,Acidobacteria,Acidobacteria,Subgroup 3,Unknown Family, D_5__Bryobacteruncultured bacterium
OTU_4671,Bacteria,Acidobacteria,Acidobacteria,Subgroup 3,Unknown Family, D_5__Bryobacteruncultured bacterium
OTU_4966,Bacteria,Acidobacteria,Acidobacteria,Subgroup 3,Unknown Family, D_5__Bryobacteruncultured bacterium
OTU_2555,Bacteria,Acidobacteria,Acidobacteria,Subgroup 3,Unknown Family, D_5__Bryobacteruncultured bacterium
OTU_5463,Bacteria,Acidobacteria,Acidobacteria,Subgroup 3,Unknown Family, D_5__Bryobacteruncultured bacterium
OTU_1883,Bacteria,Acidobacteria,Acidobacteria,Subgroup 3,Unknown Family, D_5__Bryobacteruncultured bacterium
OTU_4828,Bacteria,Acidobacteria,Acidobacteria,Subgroup 3,Unknown Family, D_5__Bryobacteruncultured bacterium
OTU_2605,Bacteria,Acidobacteria,Acidobacteria,Subgroup 3,Unknown Family, D_5__Bryobacteruncultured bacterium
OTU_1248,Bacteria,Acidobacteria,Acidobacteria,Subgroup 3,Unknown Family, D_5__Bryobacteruncultured bacterium
OTU_3123,Bacteria,Acidobacteria,Acidobacteria,Subgroup 3,Unknown Family, D_5__Bryobacteruncultured bacterium
OTU_5499,Bacteria,Acidobacteria,Acidobacteria,Subgroup 3,Unknown Family, D_5__Bryobacteruncultured bacterium
OTU_3261,Bacteria,Acidobacteria,Acidobacteria,Acidobacteriales,Acidobacteriaceae (Subgroup 1), D_5__Bryocellauncultured Acidobacteria bacterium
OTU_1308,Bacteria,Acidobacteria,Acidobacteria,Acidobacteriales,Acidobacteriaceae (Subgroup 1), D_5__Bryocellauncultured bacterium
OTU_5134,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae, D_5__BuchneraBuchnera aphidicola (Tuberculatus yokoyamai)
OTU_4480,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae, D_5__Buchnerauncultured bacterium
OTU_718,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae, D_5__BurkholderiaBurkholderia sp. enrichment culture clone F20
OTU_5159,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae, D_5__BurkholderiaClavigralla tomentosicollis
OTU_4854,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae, D_5__Butyricimonasuncultured bacterium
OTU_548,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae, D_5__Butyrivibriouncultured bacterium
OTU_3171,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae, D_5__ByssovoraxSorangiineae bacterium SBNa008
OTU_4249,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae, D_5__Byssovoraxuncultured bacterium
OTU_1028,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae, D_5__Bythopirellulauncultured planctomycete
OTU_5075,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,AKIW1012, D_5__Caedibacter macronucleorum
OTU_2470,Bacteria,Firmicutes,Clostridia,Thermoanaerobacterales,Thermoanaerobacteraceae, D_5__Caldanaerobacteruncultured bacterium
OTU_1548,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae, D_5__Caldibacillusuncultured Geobacillus sp.
OTU_505,Bacteria,Firmicutes,Clostridia,Thermoanaerobacterales,Family III, D_5__CaldicellulosiruptorCaldicellulosiruptor kristjanssonii
OTU_1167,Bacteria,Firmicutes,Clostridia,Clostridiales,Caldicoprobacteraceae, D_5__Caldicoprobacteruncultured bacterium
OTU_4416,Bacteria,Firmicutes,Clostridia,Clostridiales,Caldicoprobacteraceae, D_5__Caldicoprobacteruncultured Clostridiales bacterium
OTU_3473,Bacteria,Cyanobacteria,Cyanobacteria,SubsectionIV,FamilyII, D_5__Calothrixuncultured bacterium
OTU_109,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae, D_5__Campylobacteruncultured Campylobacter sp.
OTU_5529,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillales Incertae Sedis, D_5__Candidatus Alysiosphaerauncultured alpha proteobacterium
OTU_2894,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillales Incertae Sedis, D_5__Candidatus Alysiosphaerauncultured bacterium
OTU_1255,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillales Incertae Sedis, D_5__Candidatus Alysiosphaerauncultured bacterium
OTU_3095,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillales Incertae Sedis, D_5__Candidatus Alysiosphaerauncultured bacterium
OTU_2835,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillales Incertae Sedis, D_5__Candidatus Alysiosphaerauncultured bacterium
OTU_3513,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillales Incertae Sedis, D_5__Candidatus Alysiosphaerauncultured bacterium
OTU_3774,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillales Incertae Sedis, D_5__Candidatus Alysiosphaerauncultured bacterium
OTU_1063,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillales Incertae Sedis, D_5__Candidatus Alysiosphaerauncultured bacterium
OTU_3027,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Flammeovirgaceae, D_5__Candidatus Amoebophilusuncultured organism
OTU_4002,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1, D_5__Candidatus Arthromitusuncultured bacterium
OTU_4673,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae, D_5__Candidatus Azobacteroidesuncultured Porphyromonadaceae bacterium
OTU_272,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae, D_5__Candidatus BlochmanniaCandidatus Blochmannia ulcerosus
OTU_3159,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiales Incertae Sedis, D_5__Candidatus Captivusuncultured bacterium
OTU_3191,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiales Incertae Sedis, D_5__Candidatus Captivusuncultured bacterium
OTU_5452,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Flammeovirgaceae, D_5__Candidatus Cardiniumuncultured bacterium
OTU_4413,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Nitrospinaceae, D_5__Candidatus Entotheonellauncultured bacterium
OTU_3338,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Nitrospinaceae, D_5__Candidatus Entotheonellauncultured bacterium
OTU_2192,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Nitrospinaceae, D_5__Candidatus Entotheonellauncultured bacterium
OTU_1552,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Nitrospinaceae, D_5__Candidatus Entotheonellauncultured bacterium
OTU_3798,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Nitrospinaceae, D_5__Candidatus Entotheonellauncultured bacterium
OTU_2980,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Nitrospinaceae, D_5__Candidatus Entotheonellauncultured bacterium
OTU_1999,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Nitrospinaceae, D_5__Candidatus Entotheonellauncultured bacterium
OTU_4043,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Nitrospinaceae, D_5__Candidatus Entotheonellauncultured bacterium
OTU_2326,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Nitrospinaceae, D_5__Candidatus Entotheonellauncultured delta proteobacterium
OTU_5417,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Simkaniaceae, D_5__Candidatus FritscheaSimkaniaceae bacterium Pi3-2
OTU_4942,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae, D_5__Candidatus Glomeribacterbacterium endosymbiont of Mortierella elongata
OTU_5342,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiales Incertae Sedis, D_5__Candidatus Hepatincolauncultured rumen bacterium
OTU_5102,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Parachlamydiaceae, D_5__Candidatus MetachlamydiaCandidatus Mesochlamydia elodeae
OTU_3900,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Parachlamydiaceae, D_5__Candidatus MetachlamydiaCandidatus Mesochlamydia elodeae
OTU_5230,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Parachlamydiaceae, D_5__Candidatus MetachlamydiaCandidatus Metachlamydia lacustris
OTU_4738,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Parachlamydiaceae, D_5__Candidatus MetachlamydiaCandidatus Metachlamydia lacustris
OTU_4525,Bacteria,Verrucomicrobia,Verrucomicrobia Incertae Sedis,Unknown Order,Unknown Family, D_5__Candidatus Methylacidiphilumuncultured bacterium
OTU_1496,Bacteria,Verrucomicrobia,Verrucomicrobia Incertae Sedis,Unknown Order,Unknown Family, D_5__Candidatus Methylacidiphilumuncultured bacterium
OTU_2471,Bacteria,Verrucomicrobia,Verrucomicrobia Incertae Sedis,Unknown Order,Unknown Family, D_5__Candidatus Methylacidiphilumuncultured bacterium
OTU_3591,Bacteria,Verrucomicrobia,Verrucomicrobia Incertae Sedis,Unknown Order,Unknown Family, D_5__Candidatus Methylacidiphilumuncultured bacterium
OTU_3084,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Acidimicrobiales Incertae Sedis, D_5__Candidatus Microthrixuncultured bacterium
OTU_3122,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiales Incertae Sedis, D_5__Candidatus Odyssellauncultured bacterium
OTU_5634,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiales Incertae Sedis, D_5__Candidatus Odyssellauncultured Candidatus Odyssella sp.
OTU_4583,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Parachlamydiaceae, D_5__Candidatus ProtochlamydiaCandidatus Protochlamydia amoebophila
OTU_3757,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Parachlamydiaceae, D_5__Candidatus ProtochlamydiaCandidatus Protochlamydia sp. CRIB40
OTU_5234,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Parachlamydiaceae, D_5__Candidatus ProtochlamydiaCandidatus Protochlamydia sp. cvE14
OTU_4754,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Parachlamydiaceae, D_5__Candidatus ProtochlamydiaChlamydia sp. 'Diamant'
OTU_4335,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Parachlamydiaceae, D_5__Candidatus ProtochlamydiaParachlamydia sp. C2
OTU_3223,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Parachlamydiaceae, D_5__Candidatus Protochlamydiauncultured Parachlamydiaceae bacterium cvE5
OTU_3410,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Parachlamydiaceae, D_5__Candidatus Protochlamydiauncultured soil bacterium
OTU_2458,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Simkaniaceae, D_5__Candidatus RhabdochlamydiaCandidatus Rhabdochlamydia porcellionis
OTU_5516,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Simkaniaceae, D_5__Candidatus RhabdochlamydiaCandidatus Rhabdochlamydia porcellionis
OTU_3540,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Simkaniaceae, D_5__Candidatus Rhabdochlamydiauncultured bacterium
OTU_2636,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Simkaniaceae, D_5__Candidatus Rhabdochlamydiauncultured bacterium
OTU_5135,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Simkaniaceae, D_5__Candidatus Rhabdochlamydiauncultured Chlamydia sp.
OTU_5029,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Simkaniaceae, D_5__Candidatus Rhabdochlamydiauncultured Chlamydia sp.
OTU_1320,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae, D_5__Candidatus Rhodolunauncultured bacterium
OTU_1578,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae, D_5__Candidatus Riesiabacterium endosymbiont of Nycteribia pleuralis
OTU_5119,Bacteria,Proteobacteria,Gammaproteobacteria,Orbales,Orbaceae, D_5__Candidatus Schmidhempeliauncultured gamma proteobacterium
OTU_3329,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae, D_5__Candidatus Soleaferreauncultured bacterium
OTU_1675,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae, D_5__Candidatus Soleaferreauncultured bacterium
OTU_2932,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae, D_5__Candidatus Soleaferreauncultured Clostridiales bacterium
OTU_3968,Bacteria,Acidobacteria,Acidobacteria,Subgroup 3,Unknown Family, D_5__Candidatus Solibacteruncultured Acidobacteria bacterium
OTU_3971,Bacteria,Acidobacteria,Acidobacteria,Subgroup 3,Unknown Family, D_5__Candidatus Solibacteruncultured Acidobacteriales bacterium
OTU_3102,Bacteria,Acidobacteria,Acidobacteria,Subgroup 3,Unknown Family, D_5__Candidatus Solibacteruncultured bacterium
OTU_1096,Bacteria,Acidobacteria,Acidobacteria,Subgroup 3,Unknown Family, D_5__Candidatus Solibacteruncultured bacterium
OTU_3783,Bacteria,Acidobacteria,Acidobacteria,Subgroup 3,Unknown Family, D_5__Candidatus Solibacteruncultured bacterium
OTU_1340,Bacteria,Acidobacteria,Acidobacteria,Subgroup 3,Unknown Family, D_5__Candidatus Solibacteruncultured bacterium
OTU_3986,Bacteria,Acidobacteria,Acidobacteria,Subgroup 3,Unknown Family, D_5__Candidatus Solibacteruncultured forest soil bacterium
OTU_4191,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae, D_5__Candidatus Stoquefichusuncultured bacterium
OTU_3401,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae, D_5__Candidatus Symbiothrixuncultured Bacteroidales bacterium
OTU_3698,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Blattabacteriaceae, D_5__Candidatus Uzinurauncultured bacterium
OTU_4921,Bacteria,Verrucomicrobia,Spartobacteria,Chthoniobacterales,Xiphinematobacteraceae, D_5__Candidatus Xiphinematobacteruncultured bacterium
OTU_2880,Bacteria,Verrucomicrobia,Spartobacteria,Chthoniobacterales,Xiphinematobacteraceae, D_5__Candidatus Xiphinematobacteruncultured bacterium
OTU_3251,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae, D_5__CapnocytophagaCapnocytophaga sp. canine oral taxon 329
OTU_5187,Bacteria,Proteobacteria,Gammaproteobacteria,Cardiobacteriales,Cardiobacteriaceae, D_5__Cardiobacteriumuncultured prokaryote
OTU_910,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae, D_5__Carnimonasuncultured bacterium
OTU_644,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae, D_5__Castellaniellauncultured bacterium
OTU_1502,Bacteria,Firmicutes,Clostridia,Clostridiales,Christensenellaceae, D_5__Catabacteruncultured bacterium
OTU_1067,Bacteria,Firmicutes,Clostridia,Clostridiales,Christensenellaceae, D_5__Catabacterunidentified
OTU_1446,Bacteria,Actinobacteria,Actinobacteria,Micromonosporales,Micromonosporaceae, D_5__CatellatosporaCatellatospora citrea subsp. citrea
OTU_1106,Bacteria,Actinobacteria,Actinobacteria,Micromonosporales,Micromonosporaceae, D_5__CatelliglobosisporaCatelliglobosispora koreensis DSM 44566
OTU_2628,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae, D_5__Caulobacterbacterium endosymbiont of Curculio sp. 2
OTU_3870,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae, D_5__Cellulosilyticumuncultured bacterium
OTU_4596,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae, D_5__Cellulosilyticumuncultured bacterium
OTU_817,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae, D_5__Cellulosilyticumuncultured organism
OTU_4270,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae, D_5__CellvibrioCellvibrio sp. E50
OTU_390,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae, D_5__Cellvibriouncultured bacterium
OTU_152,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae, D_5__Cellvibriouncultured bacterium
OTU_325,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae, D_5__Cellvibriouncultured bacterium
OTU_929,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae, D_5__Cellvibriouncultured Cellvibrio sp.
OTU_4711,Bacteria,Verrucomicrobia,Opitutae,Puniceicoccales,Puniceicoccaceae, D_5__Cerasicoccusuncultured organism
OTU_4399,Bacteria,Verrucomicrobia,Opitutae,Puniceicoccales,Puniceicoccaceae, D_5__Cerasicoccusuncultured Verrucomicrobia bacterium
OTU_5012,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Flammeovirgaceae, D_5__Cesiribacteruncultured Bacteroidetes bacterium
OTU_687,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae, D_5__ChiayiivirgaDokdonella sp. CC-YHH031
OTU_938,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae, D_5__ChitinophagaChitinophaga pinensis
OTU_514,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae, D_5__ChitinophagaChitinophaga sp. 37C1
OTU_399,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae, D_5__ChitinophagaChitinophaga terrae Kim and Jung 2007
OTU_530,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae, D_5__Chitinophagauncultured bacterium
OTU_1110,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae, D_5__Chitinophagauncultured bacterium
OTU_2544,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae, D_5__Chitinophagauncultured bacterium
OTU_561,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae, D_5__Chitinophagauncultured bacterium
OTU_3932,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae, D_5__Chitinophagauncultured bacterium
OTU_5493,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae, D_5__Chitinophagauncultured Bacteroidetes bacterium
OTU_442,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae, D_5__Chitinophagauncultured Chitinophagaceae bacterium
OTU_5426,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae, D_5__Chitinophagauncultured soil bacterium
OTU_4220,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,cvE6, D_5__Chlamydiales bacterium CRIB 32
OTU_2947,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,cvE6, D_5__Chlamydiales bacterium CRIB 32
OTU_3517,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae, D_5__Chlorochromatiumuncultured beta proteobacterium
OTU_3650,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria, D_5__Chlorokybus atmophyticus
OTU_796,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae, D_5__ChondromycesChondromyces apiculatus DSM 436
OTU_3946,Bacteria,Firmicutes,Clostridia,Clostridiales,Christensenellaceae, D_5__Christensenellaceae R-7 groupClostridium sp. enrichment culture clone VanCtr93
OTU_1087,Bacteria,Firmicutes,Clostridia,Clostridiales,Christensenellaceae, D_5__Christensenellaceae R-7 groupuncultured bacterium
OTU_2126,Bacteria,Firmicutes,Clostridia,Clostridiales,Christensenellaceae, D_5__Christensenellaceae R-7 groupuncultured bacterium
OTU_4820,Bacteria,Firmicutes,Clostridia,Clostridiales,Christensenellaceae, D_5__Christensenellaceae R-7 groupuncultured bacterium
OTU_1596,Bacteria,Firmicutes,Clostridia,Clostridiales,Christensenellaceae, D_5__Christensenellaceae R-7 groupuncultured bacterium
OTU_1816,Bacteria,Firmicutes,Clostridia,Clostridiales,Christensenellaceae, D_5__Christensenellaceae R-7 groupuncultured bacterium
OTU_1070,Bacteria,Firmicutes,Clostridia,Clostridiales,Christensenellaceae, D_5__Christensenellaceae R-7 groupuncultured bacterium
OTU_2256,Bacteria,Firmicutes,Clostridia,Clostridiales,Christensenellaceae, D_5__Christensenellaceae R-7 groupuncultured bacterium
OTU_4750,Bacteria,Firmicutes,Clostridia,Clostridiales,Christensenellaceae, D_5__Christensenellaceae R-7 groupuncultured bacterium
OTU_4187,Bacteria,Firmicutes,Clostridia,Clostridiales,Christensenellaceae, D_5__Christensenellaceae R-7 groupuncultured bacterium
OTU_2453,Bacteria,Firmicutes,Clostridia,Clostridiales,Christensenellaceae, D_5__Christensenellaceae R-7 groupuncultured Clostridiaceae bacterium
OTU_3772,Bacteria,Firmicutes,Clostridia,Clostridiales,Christensenellaceae, D_5__Christensenellaceae R-7 groupuncultured Clostridiaceae bacterium
OTU_4666,Bacteria,Firmicutes,Clostridia,Clostridiales,Christensenellaceae, D_5__Christensenellaceae R-7 groupuncultured Clostridiaceae bacterium
OTU_2719,Bacteria,Firmicutes,Clostridia,Clostridiales,Christensenellaceae, D_5__Christensenellaceae R-7 groupuncultured Clostridiaceae bacterium
OTU_4726,Bacteria,Firmicutes,Clostridia,Clostridiales,Christensenellaceae, D_5__Christensenellaceae R-7 groupuncultured Clostridiaceae bacterium
OTU_4694,Bacteria,Firmicutes,Clostridia,Clostridiales,Christensenellaceae, D_5__Christensenellauncultured organism
OTU_4914,Bacteria,Firmicutes,Clostridia,Clostridiales,Christensenellaceae, D_5__Christensenellauncultured organism
OTU_1499,Bacteria,Cyanobacteria,Cyanobacteria,SubsectionII,FamilyII, D_5__ChroococcidiopsisMyxosarcina sp. SAG 30.84
OTU_1357,Bacteria,Cyanobacteria,Cyanobacteria,SubsectionII,FamilyII, D_5__Chroococcidiopsisuncultured bacterium
OTU_729,Bacteria,Cyanobacteria,Cyanobacteria,SubsectionII,FamilyII, D_5__Chroococcidiopsisuncultured bacterium
OTU_2224,Bacteria,Cyanobacteria,Cyanobacteria,SubsectionII,FamilyII, D_5__Chroococcidiopsisuncultured bacterium
OTU_3550,Bacteria,Cyanobacteria,Cyanobacteria,SubsectionII,FamilyII, D_5__Chroococcidiopsisuncultured bacterium
OTU_1862,Bacteria,Cyanobacteria,Cyanobacteria,SubsectionII,FamilyII, D_5__Chroococcidiopsisuncultured bacterium
OTU_1153,Bacteria,Cyanobacteria,Cyanobacteria,SubsectionII,FamilyII, D_5__Chroococcidiopsisuncultured bacterium
OTU_653,Bacteria,Cyanobacteria,Cyanobacteria,SubsectionII,FamilyII, D_5__Chroococcidiopsisuncultured Chroococcidiopsis sp.
OTU_161,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae, D_5__Chryseobacteriumbacterium W24
OTU_396,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae, D_5__ChryseobacteriumChryseobacterium daejeonense
OTU_4344,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae, D_5__ChryseobacteriumChryseobacterium ginsenosidimutans
OTU_3574,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae, D_5__ChryseobacteriumChryseobacterium sp. A5
OTU_4477,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae, D_5__Chryseobacteriumuncultured bacterium
OTU_2573,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae, D_5__Chryseobacteriumuncultured bacterium
OTU_142,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae, D_5__Chryseobacteriumuncultured bacterium
OTU_5097,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae, D_5__Chryseobacteriumuncultured Bacteroidetes bacterium
OTU_248,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae, D_5__Chryseobacteriumuncultured Chryseobacterium sp.
OTU_782,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae, D_5__Chryseolineauncultured bacterium
OTU_2046,Bacteria,Verrucomicrobia,Spartobacteria,Chthoniobacterales,Chthoniobacteraceae, D_5__Chthoniobacteruncultured bacterium
OTU_5568,Bacteria,Verrucomicrobia,Spartobacteria,Chthoniobacterales,Chthoniobacteraceae, D_5__Chthoniobacteruncultured bacterium
OTU_1594,Bacteria,Verrucomicrobia,Spartobacteria,Chthoniobacterales,Chthoniobacteraceae, D_5__Chthoniobacteruncultured bacterium
OTU_999,Bacteria,Verrucomicrobia,Spartobacteria,Chthoniobacterales,Chthoniobacteraceae, D_5__Chthoniobacteruncultured bacterium
OTU_5041,Bacteria,Verrucomicrobia,Spartobacteria,Chthoniobacterales,Chthoniobacteraceae, D_5__Chthoniobacteruncultured bacterium
OTU_4175,Bacteria,Verrucomicrobia,Spartobacteria,Chthoniobacterales,Chthoniobacteraceae, D_5__Chthoniobacteruncultured bacterium
OTU_2167,Bacteria,Verrucomicrobia,Spartobacteria,Chthoniobacterales,Chthoniobacteraceae, D_5__Chthoniobacteruncultured bacterium
OTU_1652,Bacteria,Verrucomicrobia,Spartobacteria,Chthoniobacterales,Chthoniobacteraceae, D_5__Chthoniobacteruncultured bacterium
OTU_912,Bacteria,Verrucomicrobia,Spartobacteria,Chthoniobacterales,Chthoniobacteraceae, D_5__Chthoniobacteruncultured bacterium
OTU_5115,Bacteria,Verrucomicrobia,Spartobacteria,Chthoniobacterales,Chthoniobacteraceae, D_5__Chthoniobacteruncultured bacterium
OTU_3887,Bacteria,Verrucomicrobia,Spartobacteria,Chthoniobacterales,Chthoniobacteraceae, D_5__Chthoniobacteruncultured bacterium
