OTUs,Kingdom,Phylum,Class,Order,Family,Genus,Species
OTU_3593,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,uncultured,uncultured bacterium
OTU_5058,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,uncultured,uncultured bacterium
OTU_4109,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,uncultured,uncultured bacterium
OTU_2384,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,uncultured,uncultured Zavarzinella sp.
OTU_3228,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,uncultured,uncultured bacterium
OTU_5531,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,uncultured,uncultured planctomycete
OTU_4502,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,uncultured,uncultured thermal soil bacterium
OTU_3628,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,uncultured,uncultured planctomycete
OTU_3524,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,uncultured,uncultured planctomycete
OTU_4394,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,uncultured,uncultured planctomycete
OTU_5326,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,uncultured,uncultured planctomycete
OTU_5597,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,uncultured,uncultured bacterium
OTU_1705,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,uncultured,uncultured bacterium
OTU_1838,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,uncultured,uncultured planctomycete
OTU_5567,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,uncultured,uncultured planctomycete
OTU_1929,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,uncultured,uncultured planctomycete
OTU_4826,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,uncultured,uncultured bacterium
OTU_3531,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,uncultured,uncultured planctomycete
OTU_5424,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,uncultured,uncultured planctomycete
OTU_2486,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,uncultured,uncultured bacterium
OTU_4424,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,uncultured,uncultured bacterium
OTU_3625,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,uncultured,uncultured bacterium
OTU_2076,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,uncultured,uncultured bacterium
OTU_2626,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,uncultured,uncultured planctomycete
OTU_4944,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,uncultured,uncultured bacterium
OTU_5395,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,uncultured,uncultured bacterium
OTU_2866,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,uncultured,uncultured bacterium
OTU_1650,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,uncultured,uncultured bacterium
OTU_1398,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,uncultured,uncultured bacterium
OTU_2834,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,uncultured,uncultured Planctomycetales bacterium
OTU_2436,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,uncultured,uncultured bacterium
OTU_4512,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,uncultured,uncultured bacterium
OTU_4493,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,uncultured,uncultured soil bacterium
OTU_2956,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,uncultured,uncultured bacterium
OTU_5403,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,uncultured,uncultured planctomycete
OTU_866,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,uncultured,uncultured bacterium
OTU_2045,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,uncultured,uncultured bacterium
OTU_3399,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,uncultured,uncultured bacterium
OTU_4068,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,uncultured,uncultured bacterium
OTU_1116,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,uncultured,uncultured bacterium
OTU_2017,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,uncultured,uncultured bacterium
OTU_5083,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,uncultured,uncultured bacterium
OTU_2669,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,uncultured,uncultured bacterium
OTU_5143,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,uncultured,uncultured bacterium
OTU_5033,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,uncultured,uncultured planctomycete
OTU_2608,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,uncultured,uncultured bacterium
OTU_2019,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,uncultured,uncultured bacterium
OTU_1119,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,uncultured,uncultured soil bacterium
OTU_3852,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,uncultured,uncultured bacterium
OTU_5266,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,uncultured,uncultured bacterium
OTU_4830,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,uncultured,uncultured bacterium
OTU_4846,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,uncultured,uncultured bacterium
OTU_5288,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,uncultured,uncultured bacterium
OTU_4937,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,uncultured,uncultured bacterium
OTU_1710,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,uncultured,uncultured bacterium
OTU_3930,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,uncultured,uncultured bacterium
OTU_5128,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,uncultured,uncultured bacterium
OTU_4022,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,uncultured,uncultured bacterium
OTU_1861,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,uncultured,uncultured bacterium
OTU_1731,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,uncultured,uncultured bacterium
OTU_4659,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,uncultured,uncultured Isosphaera sp.
OTU_4500,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,uncultured,uncultured bacterium
OTU_4035,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,uncultured,uncultured bacterium
OTU_1869,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Singulisphaera,uncultured bacterium
OTU_2499,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Singulisphaera,uncultured bacterium
OTU_3525,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,uncultured,uncultured bacterium
OTU_1894,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,uncultured,uncultured bacterium
OTU_2867,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,uncultured,uncultured bacterium
OTU_4663,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Singulisphaera,uncultured bacterium
OTU_2102,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Isosphaera,uncultured bacterium
OTU_925,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Singulisphaera,uncultured Singulisphaera sp.
OTU_1612,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Singulisphaera,uncultured bacterium
OTU_589,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Singulisphaera,Singulisphaera sp. Io3-5
OTU_3019,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Singulisphaera,uncultured Singulisphaera sp.
OTU_1231,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Singulisphaera,uncultured bacterium
OTU_3811,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Singulisphaera,uncultured Singulisphaera sp.
OTU_1215,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,uncultured,uncultured bacterium
OTU_3995,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,uncultured,uncultured bacterium
OTU_2061,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,uncultured,uncultured planctomycete
OTU_5411,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,uncultured,uncultured planctomycete
OTU_2083,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,uncultured,uncultured bacterium
OTU_2026,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,uncultured,uncultured bacterium
OTU_3300,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,uncultured,uncultured Singulisphaera sp.
OTU_2536,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Singulisphaera,uncultured planctomycete
OTU_4378,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Singulisphaera,uncultured bacterium
OTU_1845,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Singulisphaera,uncultured bacterium
OTU_2088,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Singulisphaera,uncultured bacterium
OTU_3365,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Singulisphaera,uncultured bacterium
OTU_2792,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Singulisphaera,uncultured bacterium
OTU_4899,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Singulisphaera,uncultured bacterium
OTU_4585,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,uncultured,uncultured bacterium
OTU_5427,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,uncultured,uncultured Planctomycetales bacterium
OTU_1086,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,uncultured,uncultured bacterium
OTU_2252,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Isosphaera,uncultured bacterium
OTU_2928,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Singulisphaera,Isosphaera sp. Io3-2
OTU_3083,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Singulisphaera,Isosphaera sp. Br2-1
OTU_2411,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Isosphaera,Isosphaera sp. PX4
OTU_2111,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Isosphaera,uncultured bacterium
OTU_2821,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Isosphaera,uncultured bacterium
OTU_4418,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Isosphaera,uncultured bacterium
OTU_2960,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Isosphaera,uncultured bacterium
OTU_472,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Isosphaera,uncultured bacterium
OTU_4670,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Isosphaera,uncultured bacterium
OTU_1900,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Singulisphaera,uncultured bacterium
OTU_4655,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Singulisphaera,uncultured bacterium
OTU_1732,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Singulisphaera,uncultured bacterium
OTU_3100,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,uncultured,uncultured bacterium
OTU_5539,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,uncultured,uncultured planctomycete
OTU_3252,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,uncultured,uncultured bacterium
OTU_755,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,uncultured,uncultured bacterium
OTU_4246,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Singulisphaera,uncultured bacterium
OTU_626,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Singulisphaera,uncultured bacterium
OTU_5478,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Singulisphaera,uncultured bacterium
OTU_2370,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Isosphaera,uncultured bacterium
OTU_1916,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,uncultured,uncultured bacterium
OTU_5442,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,uncultured,uncultured bacterium
OTU_3421,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,uncultured,uncultured bacterium
OTU_4869,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,uncultured,uncultured planctomycete
OTU_3332,Bacteria,Planctomycetes,Pla4 lineage,uncultured bacterium,,,
OTU_5314,Bacteria,Planctomycetes,Pla4 lineage,uncultured deep-sea bacterium,,,
OTU_3833,Bacteria,Planctomycetes,vadinHA49,Blattella germanica (German cockroach),,,
OTU_5325,Bacteria,Planctomycetes,vadinHA49,uncultured bacterium,,,
OTU_5451,Bacteria,Planctomycetes,OM190,uncultured soil bacterium,,,
OTU_3784,Bacteria,Planctomycetes,OM190,uncultured planctomycete,,,
OTU_4647,Bacteria,Planctomycetes,OM190,uncultured bacterium,,,
OTU_2735,Bacteria,Planctomycetes,OM190,uncultured bacterium,,,
OTU_3582,Bacteria,Planctomycetes,OM190,uncultured bacterium,,,
OTU_3849,Bacteria,Planctomycetes,Pla4 lineage,uncultured bacterium,,,
OTU_5152,Bacteria,Planctomycetes,Phycisphaerae,CCM11a,uncultured planctomycete,,
OTU_5409,Bacteria,Planctomycetes,Phycisphaerae,S-70,uncultured Planctomycetales bacterium,,
OTU_5480,Bacteria,Planctomycetes,Phycisphaerae,S-70,uncultured bacterium,,
OTU_2199,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,uncultured,uncultured bacterium
OTU_2796,Bacteria,Planctomycetes,Phycisphaerae,CPla-3 termite group,uncultured bacterium,,
OTU_2647,Bacteria,Planctomycetes,Phycisphaerae,CPla-3 termite group,uncultured bacterium,,
OTU_1414,Bacteria,Planctomycetes,Phycisphaerae,CPla-3 termite group,uncultured bacterium,,
OTU_2246,Bacteria,Planctomycetes,Phycisphaerae,CPla-3 termite group,uncultured planctomycete,,
OTU_2338,Bacteria,Planctomycetes,Phycisphaerae,WD2101 soil group,uncultured planctomycete,,
OTU_4626,Bacteria,Planctomycetes,Phycisphaerae,WD2101 soil group,uncultured Phycisphaera sp.,,
OTU_1517,Bacteria,Planctomycetes,Phycisphaerae,WD2101 soil group,uncultured bacterium,,
OTU_3981,Bacteria,Planctomycetes,Phycisphaerae,WD2101 soil group,uncultured bacterium,,
OTU_4184,Bacteria,Planctomycetes,Phycisphaerae,WD2101 soil group,uncultured bacterium,,
OTU_2479,Bacteria,Planctomycetes,Phycisphaerae,WD2101 soil group,uncultured planctomycete,,
OTU_4597,Bacteria,Planctomycetes,Phycisphaerae,WD2101 soil group,uncultured bacterium,,
OTU_1599,Bacteria,Planctomycetes,Phycisphaerae,WD2101 soil group,uncultured bacterium,,
OTU_3448,Bacteria,Planctomycetes,Phycisphaerae,WD2101 soil group,uncultured bacterium,,
OTU_5211,Bacteria,Planctomycetes,Phycisphaerae,WD2101 soil group,uncultured soil bacterium,,
OTU_3219,Bacteria,Planctomycetes,Phycisphaerae,WD2101 soil group,uncultured bacterium,,
OTU_3987,Bacteria,Planctomycetes,Phycisphaerae,WD2101 soil group,uncultured bacterium,,
OTU_1461,Bacteria,Planctomycetes,Phycisphaerae,WD2101 soil group,uncultured planctomycete,,
OTU_4168,Bacteria,Planctomycetes,Phycisphaerae,WD2101 soil group,planctomycete WY108,,
OTU_4351,Bacteria,Planctomycetes,Phycisphaerae,WD2101 soil group,uncultured bacterium,,
OTU_4903,Bacteria,Planctomycetes,Phycisphaerae,WD2101 soil group,uncultured bacterium,,
OTU_4362,Bacteria,Planctomycetes,Phycisphaerae,WD2101 soil group,uncultured planctomycete,,
OTU_5243,Bacteria,Planctomycetes,Phycisphaerae,WD2101 soil group,uncultured bacterium,,
OTU_4067,Bacteria,Planctomycetes,Phycisphaerae,WD2101 soil group,uncultured bacterium,,
OTU_4529,Bacteria,Planctomycetes,Phycisphaerae,WD2101 soil group,uncultured bacterium,,
OTU_2257,Bacteria,Planctomycetes,Phycisphaerae,WD2101 soil group,uncultured bacterium,,
OTU_2617,Bacteria,Planctomycetes,Phycisphaerae,WD2101 soil group,uncultured planctomycete,,
OTU_3827,Bacteria,Planctomycetes,Phycisphaerae,WD2101 soil group,uncultured bacterium,,
OTU_5433,Bacteria,Planctomycetes,Phycisphaerae,WD2101 soil group,uncultured bacterium,,
OTU_3613,Bacteria,Planctomycetes,Phycisphaerae,WD2101 soil group,uncultured bacterium,,
OTU_5292,Bacteria,Planctomycetes,Phycisphaerae,WD2101 soil group,uncultured bacterium,,
OTU_5082,Bacteria,Planctomycetes,Phycisphaerae,WD2101 soil group,uncultured bacterium,,
OTU_2921,Bacteria,Planctomycetes,Phycisphaerae,WD2101 soil group,uncultured Planctomycetales bacterium,,
OTU_5335,Bacteria,Planctomycetes,Phycisphaerae,WD2101 soil group,uncultured bacterium,,
OTU_5525,Bacteria,Planctomycetes,Phycisphaerae,WD2101 soil group,uncultured bacterium,,
OTU_2742,Bacteria,Planctomycetes,Phycisphaerae,WD2101 soil group,uncultured bacterium,,
OTU_1625,Bacteria,Planctomycetes,Phycisphaerae,WD2101 soil group,uncultured planctomycete,,
OTU_1680,Bacteria,Planctomycetes,Phycisphaerae,WD2101 soil group,uncultured bacterium,,
OTU_3068,Bacteria,Planctomycetes,Phycisphaerae,WD2101 soil group,uncultured bacterium,,
OTU_3566,Bacteria,Planctomycetes,Phycisphaerae,WD2101 soil group,uncultured bacterium,,
OTU_2171,Bacteria,Planctomycetes,Phycisphaerae,WD2101 soil group,uncultured bacterium,,
OTU_3130,Bacteria,Planctomycetes,Phycisphaerae,WD2101 soil group,uncultured bacterium,,
OTU_1412,Bacteria,Planctomycetes,Phycisphaerae,WD2101 soil group,uncultured bacterium,,
OTU_3039,Bacteria,Planctomycetes,Phycisphaerae,WD2101 soil group,uncultured bacterium,,
OTU_3166,Bacteria,Planctomycetes,Phycisphaerae,WD2101 soil group,uncultured bacterium,,
OTU_3904,Bacteria,Planctomycetes,Phycisphaerae,WD2101 soil group,uncultured bacterium,,
OTU_2462,Bacteria,Planctomycetes,Phycisphaerae,WD2101 soil group,uncultured bacterium,,
OTU_4034,Bacteria,Planctomycetes,Phycisphaerae,WD2101 soil group,uncultured bacterium,,
OTU_1790,Bacteria,Planctomycetes,Phycisphaerae,WD2101 soil group,uncultured bacterium,,
OTU_1377,Bacteria,Planctomycetes,Phycisphaerae,WD2101 soil group,uncultured bacterium,,
OTU_4964,Bacteria,Planctomycetes,Phycisphaerae,WD2101 soil group,uncultured bacterium,,
OTU_2954,Bacteria,Planctomycetes,Phycisphaerae,WD2101 soil group,uncultured bacterium,,
OTU_2743,Bacteria,Planctomycetes,Phycisphaerae,WD2101 soil group,uncultured bacterium,,
OTU_3203,Bacteria,Planctomycetes,Phycisphaerae,WD2101 soil group,uncultured bacterium,,
OTU_3604,Bacteria,Planctomycetes,Phycisphaerae,WD2101 soil group,uncultured bacterium,,
OTU_4266,Bacteria,Planctomycetes,Phycisphaerae,WD2101 soil group,uncultured bacterium,,
OTU_4113,Bacteria,Planctomycetes,Phycisphaerae,WD2101 soil group,uncultured bacterium,,
